Current Official Name of Satellite,Country/Org of UN Registry,Country of Operator/Owner,Operator/Owner,Users,Purpose,Detailed Purpose,Class of Orbit,Type of Orbit,Longitude of GEO (degrees),Perigee (km),Apogee (km),Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Dry Mass (kg.),Power (watts),Date of Launch,Expected Lifetime (yrs.),Contractor,Country of Contractor,Launch Site,Launch Vehicle,COSPAR Number,NORAD Number,Comments,Source Used for Orbital Data,Launch Year
Starlink-1030,USA,USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,548,551,0.000217,53.0,95.6,227,,,11/11/2019,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2019-074Y,44735,,,2019
Starlink-1031,USA,USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,554,556,0.000144,53.0,95.7,227,,,11/11/2019,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2019-074Z,44736,,,2019
Starlink-1032,USA,USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,95.6,227,,,11/11/2019,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2019-074AA,44737,,,2019
Starlink-1033,USA,USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,548,551,0.000217,53.0,95.6,227,,,11/11/2019,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2019-074AB,44738,,,2019
Starlink-1034,USA,USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,548,551,0.000217,53.0,95.6,227,,,11/11/2019,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2019-074AW,44757,,,2019
Starlink-1035,USA,USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,569,571,0.000144,53.0,96,227,,,11/11/2019,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2019-074AD,44740,,,2019
Starlink-1036,USA,USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,548,551,0.000217,53.0,95.6,227,,,11/11/2019,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2019-074AE,44741,,,2019
Starlink-1037,USA,USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,548,551,0.000217,53.0,95.6,227,,,11/11/2019,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2019-074AF,44742,,,2019
Starlink-1038,USA,USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,95.6,227,,,11/11/2019,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2019-074AG,44743,,,2019
Starlink-1039,USA,USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,548,551,0.000217,53.0,95.6,227,,,11/11/2019,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2019-074AH,44744,,,2019
Starlink-1041,USA,USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,548,551,0.000217,53.0,95.6,227,,,11/11/2019,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2019-074AK,44746,,,2019
Starlink-1042,USA,USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,548,551,0.000217,53.0,95.6,227,,,11/11/2019,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2019-074AL,44747,,,2019
Starlink-1043,USA,USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,95.6,227,,,11/11/2019,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2019-074AM,44748,,,2019
Starlink-1044,USA,USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,548,551,0.000217,53.0,95.6,227,,,11/11/2019,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2019-074AN,44749,,,2019
Starlink-1045,USA,USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,548,551,0.000217,53.0,95.6,227,,,11/11/2019,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2019-074AP,44750,,,2019
Starlink-1046,USA,USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,548,551,0.000217,53.0,95.6,227,,,11/11/2019,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2019-074AQ,44751,,,2019
Starlink-1047,USA,USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,553,556,0.000217,53.0,95.7,227,,,11/11/2019,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2019-074AR,44752,,,2019
Starlink-1048,USA,USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,95.6,227,,,11/11/2019,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2019-074AS,44753,,,2019
Starlink-1049,USA,USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,95.6,227,,,11/11/2019,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2019-074AT,44754,,,2019
Starlink-1050,USA,USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,548,551,0.000217,53.0,95.6,227,,,11/11/2019,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2019-074AU,44755,,,2019
Starlink-1051,USA,USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,95.6,227,,,11/11/2019,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2019-074AV,44756,,,2019
Starlink-1052,USA,USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,548,551,0.000217,53.0,95.6,227,,,11/11/2019,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2019-074AC,44739,,,2019
Starlink-1053,USA,USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,548,551,0.000217,53.0,95.6,227,,,11/11/2019,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2019-074AX,44758,,,2019
Starlink-1054,USA,USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,548,551,0.000217,53.0,95.6,227,,,11/11/2019,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2019-074Y,44759,,,2019
Starlink-1055,USA,USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,548,551,0.000217,53.0,95.6,227,,,11/11/2019,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2019-074AZ,44760,,,2019
Starlink-1056,USA,USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,548,551,0.000217,53.0,95.6,227,,,11/11/2019,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2019-074BA,44761,,,2019
Starlink-1057,USA,USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,95.6,227,,,11/11/2019,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2019-074BB,44762,,,2019
Starlink-1058,USA,USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,95.6,227,,,11/11/2019,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2019-074BC,44763,,,2019
Starlink-1059,USA,USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,548,551,0.000217,53.0,95.6,227,,,11/11/2019,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2019-074BD,44764,,,2019
Starlink-1060,USA,USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,548,551,0.000217,53.0,95.6,227,,,11/11/2019,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2019-074BE,44765,,,2019
Starlink-1061,USA,USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,548,551,0.000217,53.0,95.6,227,,,11/11/2019,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2019-074BF,44766,,,2019
Starlink-1062,USA,USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,95.6,227,,,11/11/2019,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2019-074BG,44767,,,2019
Starlink-1063,USA,USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,548,551,0.000217,53.0,95.6,227,,,11/11/2019,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2019-074BH,44768,,,2019
Starlink-1064,USA,USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,548,551,0.000217,53.0,95.6,227,,,11/11/2019,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2019-074BJ,44769,,,2019
Starlink-1065,USA,USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,547,551,0.00028900000000000003,53.0,95.6,227,,,11/11/2019,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2019-074BK,44770,,,2019
Starlink-1066,NR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,90.4,227,,,1/7/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001AS,44954,,JMSatcat/3_20,2020
Starlink-1067,USA,USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,548,551,0.000217,53.0,95.6,227,,,11/11/2019,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2019-074BL,44771,,,2019
Starlink-1068,USA,USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,548,551,0.000217,53.0,95.6,227,,,11/11/2019,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2019-074BM,44772,,,2019
Starlink-1069,NR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,548,551,0.000217,53.0,90.4,227,,,1/7/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001AT,44955,,JMSatcat/3_20,2020
Starlink-1070,NR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,90.6,227,,,1/7/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001AU,44956,,JMSatcat/3_20,2020
Starlink-1071,NR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,90.4,227,,,1/7/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001W,44934,,JMSatcat/3_20,2020
Starlink-1072,NR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,90.4,227,,,1/7/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001X,44935,,JMSatcat/3_20,2020
Starlink-1073,NR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,90.4,227,,,1/7/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001A,44914,,JMSatcat/3_20,2020
Starlink-1074,NR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,90.6,227,,,1/7/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001AV,44957,,JMSatcat/3_20,2020
Starlink-1075,NR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,90.5,227,,,1/7/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001AW,44958,,JMSatcat/3_20,2020
Starlink-1076,NR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,90.5,227,,,1/7/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001AX,44959,,JMSatcat/3_20,2020
Starlink1077,NR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,320,321,7.47e-05,53.0,90.4,227,,,1/7/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001AY,44960,,JMSatcat/3_20,2020
Starlink-1078,NR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,90.4,227,,,1/7/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001Y,44936,,JMSatcat/3_20,2020
Starlink-1079,NR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,90.4,227,,,1/7/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001Z,44937,,JMSatcat/3_20,2020
Starlink-1080,NR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,90.4,227,,,1/7/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001AZ,44961,,JMSatcat/3_20,2020
Starlink-1081,NR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,90.4,227,,,1/7/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001BA,44962,,JMSatcat/3_20,2020
Starlink-1082,NR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,90.4,227,,,1/7/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001AA,44938,,JMSatcat/3_20,2020
Starlink-1083,NR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,90.4,227,,,1/7/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001AB,44939,,JMSatcat/3_20,2020
Starlink-1084,NR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,90.4,227,,,1/7/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001B,44915,,JMSatcat/3_20,2020
Starlink-1085,NR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,90.4,227,,,1/7/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001BB,44963,,JMSatcat/3_20,2020
Starlink-1086,NR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,90.5,227,,,1/7/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001BC,44964,,JMSatcat/3_20,2020
Starlink-1088,NR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,90.4,227,,,1/7/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001BE,44966,,JMSatcat/3_20,2020
Starlink-1089,NR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,548,551,0.000217,53.0,90.5,227,,,1/7/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001BF,44967,,JMSatcat/3_20,2020
Starlink-1090,NR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,90.3,227,,,1/7/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001BG,44968,,JMSatcat/3_20,2020
Starlink-1091,NR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,90.4,227,,,1/7/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001AC,44940,,JMSatcat/3_20,2020
Starlink-1092,NR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,90.3,227,,,1/7/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001BH,44969,,JMSatcat/3_20,2020
Starlink-1093,NR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,90.4,227,,,1/7/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001BJ,44970,,JMSatcat/3_20,2020
Starlink-1094,NR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,90.4,227,,,1/7/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001AD,44941,,JMSatcat/3_20,2020
Starlink-1095,NR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,90.5,227,,,1/7/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001BK,44971,,JMSatcat/3_20,2020
Starlink-1096,NR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,90.4,227,,,1/7/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001AE,44942,,JMSatcat/3_20,2020
Starlink-1097,NR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,90.4,227,,,1/7/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001C,44916,,JMSatcat/3_20,2020
Starlink-1098,NR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,90.4,227,,,1/7/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001D,44917,,JMSatcat/3_20,2020
Starlink-1099,NR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,90.4,227,,,1/7/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001E,44918,,JMSatcat/3_20,2020
Starlink-1100,NR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,90.4,227,,,1/7/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001AF,44943,,JMSatcat/3_20,2020
Starlink-1101,NR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,90.6,227,,,1/7/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001F,44919,,JMSatcat/3_20,2020
Starlink-1102,NR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,90.4,227,,,1/7/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001G,44920,,JMSatcat/3_20,2020
Starlink-1103,NR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,90.4,227,,,1/7/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001H,44921,,JMSatcat/3_20,2020
Starlink-1104,NR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,90.4,227,,,1/7/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001J,44922,,JMSatcat/3_20,2020
Starlink-1105,NR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,91.2,227,,,2/17/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-012AS,45218,,JMSatcat/3_20,2020
Starlink-1106,NR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,90.4,227,,,1/7/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001K,44923,,JMSatcat/3_20,2020
Starlink-1107,NR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,90.5,227,,,1/7/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001BL,44972,,JMSatcat/3_20,2020
Starlink-1108,NR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,90.4,227,,,1/7/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001AG,44944,,JMSatcat/3_20,2020
Starlink-1109,NR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,90.4,227,,,1/7/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001AH,44945,,JMSatcat/3_20,2020
Starlink-1110,NR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,548,550,0.000145,53.0,90.4,227,,,1/7/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001AJ,44946,,JMSatcat/3_20,2020
Starlink-1111,BR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,90.4,227,,,1/7/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001L,44924,,JMSatcat/3_20,2020
Starlink-1112,NR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,90.4,227,,,1/7/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001M,44925,,JMSatcat/3_20,2020
Starlink-1113,NR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,90.4,227,,,1/7/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001N,44926,,JMSatcat/3_20,2020
Starlink-1114,NR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,90.4,227,,,1/7/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001P,44927,,JMSatcat/3_20,2020
Starlink-1115,NR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,90.6,227,,,1/7/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001BM,44973,,JMSatcat/3_20,2020
Starlink-1116,NR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,90.6,227,,,1/7/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001AK,44947,,JMSatcat/3_20,2020
Starlink-1117,NR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,90.4,227,,,1/7/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001AQ,44952,,JMSatcat/3_20,2020
Starlink-1119,NR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,90.4,227,,,1/7/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001Q,44928,,JMSatcat/3_20,2020
Starlink-1120,NR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,90.5,227,,,1/29/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-006B,45045,,JMSatcat/3_20,2020
Starlink-1121,NR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,90.4,227,,,1/7/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001R,44929,,JMSatcat/3_20,2020
Starlink-1122,NR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,90.5,227,,,1/7/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001AM,44949,,JMSatcat/3_20,2020
Starlink-1123,NR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,90.5,227,,,1/7/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001S,44930,,JMSatcat/3_20,2020
Starlink-1124,NR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,548,551,0.000217,53.0,90.4,227,,,1/7/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001AR,44953,,JMSatcat/3_20,2020
Starlink-1125,NR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,549,551,0.000145,53.0,90.5,227,,,1/7/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001AN,44950,,JMSatcat/3_20,2020
Starlink-1126,NR (3/20),USA,SpaceX,Commercial,Communications,Unknown,LEO,Non-Polar Inclined,0.0,548,551,0.000217,53.0,90.6,227,,,1/7/2020,0.0,SpaceX,USA,Cape Canaveral,Falcon 9,2020-001AP,44951,,JMSatcat/3_20,2020
